ID_REF	C11	C16	P11	P16	AA15	HD2	HD13	E4	L1	L8	C12	C17	P12	AA11	AA16	HD8	HD14	E5	L2	L10	C13	C18	P13	AA12	AA19	HD9	E1	E6	L3	L12	C14	P1	P14	AA13	AA20	HD11	E2	E7	L4	C15	P5	P15	AA14	HD1	HD12	E3	E8	L7
hsa-let-7a-4373169	-0.76497825	-0.91006275	-1.062537	0.870242	-2.19795875	-3.373969	0.31912075	-0.08788475	-4.921862	0.6713635	-1.28180875	-2.88962	-3.78598475	-3.88827225	-1.59432525	1.235796	0.638365	1.02373375	-9.6057515	-4.390003	-0.05891225	-1.35050175	2.0633865	-1.6632255	0.03180875	-2.3414095	-3.9039425	-0.64017825	-3.8118755	-4.02662375	-4.676619	1.07496725	-2.102601	-1.530107	-1.5539825	-1.1497445	-0.64908925	8.36149325	-2.979502	-1.4273725	-3.54255825	-1.642619	2.90723125	-3.8270195	-2.041412	-4.46925625	-0.69417625	-1.56724175
hsa-let-7c-4373167	3.74974475	2.48670625	3.281259	2.826297	6.53471525	0.737529	1.43391475	2.35077125	-0.648985	6.5340235	3.02683625	2.098608	0.63290625	3.86774975	-0.64800025	4.902971	3.430569	-1.98620525	-5.7599125	-1.164139	9.35101275	0.40028625	6.0012515	-0.1463555	3.21179375	1.0386515	0.4092945	-1.75845625	0.3733065	0.83070125	3.126016	4.76327625	2.379309	2.538949	1.4876855	2.6855885	-0.74497725	1.79147325	1.951458	2.9394045	2.41030175	2.996158	3.69724225	-1.7791695	-0.077312	0.57009875	2.26131575	0.61527225
hsa-let-7d-4395394	-1.13116225	-2.83756475	-2.465909	-2.243005	-2.54361575	-4.313655	-2.37497625	-1.88469775	-5.506066	2.6419265	-2.98821975	-3.580017	-4.97140775	-5.10563025	-2.86280025	-1.023955	-0.143581	-2.90343425	-11.8973085	-5.23502	-3.29167425	-2.86589375	0.1477965	-3.8295485	-1.80920425	-3.2414905	-4.6350305	-2.42014225	-4.6408445	-5.04858475	-3.200794	-0.09912375	-3.49829	-2.131492	-1.4269685	-2.1932975	-2.79950625	-0.19042375	-3.713982	-2.4815125	-4.69597825	-2.459563	-0.12038575	-5.4787885	-3.925205	-7.14795525	-2.29881725	-3.59192675
hsa-let-7e-4395517	-4.16610825	-3.76177275	-4.502711	-4.467343	-4.19436275	-5.994013	-4.51448525	-3.96218975	-7.376082	-0.4985235	-4.30903575	-4.78344	-5.90822375	-6.27201325	-4.85146825	-2.866354	-2.440906	-6.77337625	-13.1080875	-7.024913	-4.04344025	-5.15762675	-1.1332385	-5.2390575	-6.10033025	-4.3159425	-6.2079085	-4.71178225	-6.1833205	-6.66936975	-5.663243	-1.71926575	-5.367934	-4.289477	-3.7077515	-4.3312325	-4.25107725	-2.95327375	-5.09487	-3.9481985	-5.94584125	-4.078824	-2.51720875	-6.8086575	-5.24896	-7.18952125	-4.38775325	-5.66184675
hsa-let-7f-4373164	3.34441575	2.93273125	1.68085	9.771207	2.63672025	-0.318985	6.96592375	9.84896725	-0.370997	6.5340235	2.13683925	0.165314	0.46192225	6.38867675	0.64655975	-2.907166	4.645146	-1.41042125	1.0371875	-1.239249	1.33027775	2.88459225	4.4943235	1.1175145	5.28699675	6.6557725	0.2044075	9.56474775	0.2605785	-1.60460075	3.126016	7.25822325	-1.501065	3.989433	2.5153345	2.8891295	9.28703775	10.07919325	2.644228	1.9347475	0.81320575	2.574349	9.44062425	-2.9117855	2.283282	2.92556875	4.90865375	3.61760325
hsa-let-7g-4395393	-1.64854925	-2.18034275	-1.804678	-2.11041	-1.74600275	-3.225228	-1.83745925	-0.98227775	-4.74049	6.5340235	-2.78979475	-2.338781	-2.83875575	-2.73288325	-2.26361025	0.517824	-0.130993	-3.95732025	-10.2229295	-5.223444	-1.96317925	-2.38531275	3.1279485	-2.2656785	-1.65946625	-2.4892675	-2.5895185	-1.51611025	-3.5101805	-4.49090275	-3.130477	0.79725425	-2.668688	-2.183904	-1.3747025	-2.4836035	-1.96788725	-0.55117975	-3.045444	-2.0394485	-4.14849125	-0.568984	-0.02924575	-5.3276445	-3.357609	-5.27833625	-1.25140125	-3.36558375
hsa-miR-1-4395333	5.23465375	3.44487225	1.752174	3.159207	3.24796825	2.709089	9.84181675	9.84896725	0.29979	6.5340235	10.97731025	4.355605	0.74406125	6.38867675	-0.29764825	-4.277796	5.758161	0.94142675	1.0371875	-0.474381	3.51953275	9.28360625	13.9395215	-0.4253105	7.72246075	9.5368925	-0.4890205	1.37890875	3.0569715	2.41026825	3.126016	7.83280125	10.595712	11.496173	10.9223775	4.7148755	7.91654275	10.07919325	0.937502	4.2271145	1.72302175	6.006551	12.18208425	-1.2278445	-0.721069	2.92556875	10.96733375	2.61931625
hsa-miR-9-4373285	2.31787375	3.96010425	3.280197	2.403017	4.79439025	1.891415	4.17538875	1.58493725	0.813053	6.5340235	1.89222025	7.409026	0.39080925	-2.69523325	9.42103275	6.406156	12.749861	0.47761775	1.0371875	1.838939	3.76028975	9.28360625	7.2103015	2.2271445	9.42138075	0.9649895	3.1214815	2.40554775	0.6360915	1.04301925	3.126016	5.18990625	11.118009	8.024473	10.9223775	7.5989735	0.39277575	-0.51255375	3.596079	7.5833685	2.01061775	3.570506	4.25367425	-0.2882695	4.0767	-3.98472825	10.96733375	9.82012925
hsa-miR-10a-4373153	1.05890875	1.29115725	1.992347	-0.018773	2.86157425	0.145965	-0.09377925	-0.22049675	-1.949507	6.5340235	0.96958525	0.69992	0.86278825	0.15195675	0.87668675	3.669885	2.223194	1.47275675	-5.6141375	-1.223233	3.59405675	1.72654225	4.0822195	0.8785575	-0.14621425	-0.4392545	0.4423795	0.06489675	0.3273955	0.27892025	3.126016	4.92614625	0.462734	0.962525	1.8636075	1.6227375	-0.27445325	0.94229325	0.73683	0.9959735	3.79705175	1.687596	2.14533525	-0.6928675	0.146153	-0.08414725	1.37373975	0.58133525
hsa-miR-10b-4395329	4.71772275	6.57486125	6.879404	3.246537	2.35444825	3.296909	7.97878675	5.48160425	0.383346	6.5340235	5.34457825	4.30025	0.69392125	-1.92937925	3.68269075	8.734304	7.833971	4.81227375	-8.4558165	2.484989	8.79848975	5.47279625	5.9871915	1.4082225	6.50842875	7.9200555	4.7565635	2.46106775	5.9718255	7.92090925	-1.508254	7.87496825	2.307155	7.094779	5.0876775	7.2007215	4.12533775	4.89299825	5.345196	8.6750505	2.13997775	3.673732	10.01725425	3.5414385	5.774397	-4.93247125	5.69726875	8.97267125
MammU6-4395470	-1.20654825	0.40399725	0.332393	0.677348	0.02362025	-0.114735	0.46915475	0.24001725	0.491726	1.2874915	0.07834225	-0.178243	0.58921125	2.87308975	-0.17845225	0.584707	-0.139217	0.09807975	1.0371875	0.296859	-0.16945725	-0.31730975	-0.0803955	-0.1619285	0.06764075	0.0279475	0.0309725	0.44637975	0.3108505	0.31721425	-0.184981	0.19864925	0.352191	0.050483	0.0180045	-0.0823775	0.22058175	0.00726925	0.08951	0.2086565	-0.05783125	0.149295	-0.10177075	0.1171505	0.211415	2.92556875	0.18152675	0.55858825
MammU6-4395470	0.26571775	-0.10152475	0.023162	0.092417	0.05331725	0.087562	-0.33062325	-0.06494675	-0.299641	-0.0658525	-0.44434175	-0.085092	-0.00287775	-0.42102325	0.01312275	-1.276135	-0.107897	0.51239975	1.0371875	-0.181286	0.16502575	0.00330825	0.1087495	0.2264385	0.25682075	-0.3290225	0.2710345	-1.10718225	-0.2224385	-0.28678375	1.360772	-0.11138075	-0.140523	0.262429	0.1134255	0.5515075	0.23707675	-0.00238675	-0.173429	0.3414285	0.39969575	-0.069715	0.26627125	-0.0174145	-0.180805	-3.62992325	-0.37398425	-0.35351375
hsa-miR-15a-4373123	7.43851175	6.76460725	4.3738	4.623075	3.83566825	4.151031	9.84181675	9.84896725	2.200342	2.6930165	2.42269925	4.25963	2.26358225	3.96996675	9.42103275	7.632543	7.679921	3.52817675	1.0371875	1.479723	10.96115275	4.19460925	9.8211915	10.1755045	8.09583875	5.8133325	3.3369695	5.48959775	2.6973155	2.69583825	3.126016	5.70335625	4.376069	5.099303	3.7011555	5.0572065	5.60141075	4.92890325	5.349188	4.4326145	1.12943975	4.068475	12.18208425	0.4608015	4.168299	0.16022175	7.25577875	6.74967225
hsa-miR-15b-4373122	-4.09953425	-4.41252875	-3.591083	-3.993821	-5.04530375	-5.310942	-4.38270325	-1.78347475	-6.948805	-1.1262015	-5.16615675	-5.878248	-6.46121475	-7.12723025	-4.82782425	-2.596596	-3.017084	-5.47619625	-13.4708305	-7.142586	-4.82503725	-4.65357675	-1.3185755	-6.2626255	-2.04977925	-4.8050475	-5.2967755	-3.56047225	-5.6573515	-6.23434475	-6.342175	-1.76331075	-4.883847	-4.340107	-4.0437095	-4.2351555	-2.54510625	-1.87937175	-4.537613	-3.8793485	-6.68770425	-3.986514	-1.71564775	-6.9058945	-5.38339	-7.77780425	-3.82033025	-5.28179075
hsa-miR-16-4373121	-7.83757725	-7.94300275	-7.712195	-9.621499	-6.76009975	-8.797395	-6.63209625	-10.65851275	-10.792555	-3.6422425	-9.04613275	-8.193494	-9.51956775	-7.68550325	-6.99289025	-6.4595	-6.656334	-9.42706825	-15.2460805	-10.168907	-7.51371225	-7.89029075	-5.9380385	-8.8861855	-9.38624225	-9.2212915	-9.3892095	-11.24298625	-9.4146395	-8.77579975	-6.712203	-6.54282875	-10.1265	-7.192374	-6.2955405	-8.6312965	-8.65129625	-9.50496475	-8.496557	-7.6633285	-10.09543425	-7.512477	-4.22542575	-11.0528705	-9.139494	-10.09154425	-10.47638025	-9.18154575
hsa-miR-17-4395419	-7.37721725	-8.06154275	-7.308665	-8.646485	-7.38827775	-9.640828	-6.93908625	-8.99476775	-12.205204	-4.9080735	-8.58150875	-8.328968	-9.54746575	-8.78400125	-8.12914625	-5.49022	-6.293598	-9.55464925	-15.3149185	-11.723492	-8.17594025	-8.40954175	-5.3449615	-9.5000915	-8.30771925	-8.9941675	-9.6711645	-10.10223525	-10.6437675	-9.58602175	-8.707162	-5.62483075	-9.364811	-7.163119	-6.7748175	-7.8064085	-8.30456225	-7.47988475	-9.510199	-7.7117355	-9.57910025	-7.715469	-4.50649175	-11.7368095	-9.38178	-11.74896325	-9.76237625	-8.69374075
hsa-miR-18a-4395533	-2.23851525	-2.63377575	-2.177183	-3.03867	-2.80301975	-4.440403	-1.12574525	-2.30723875	-7.108601	0.4686135	-3.14139775	-3.3009	-5.01829775	-5.88207725	-2.53677325	0.035371	-0.992944	-3.90269325	-13.6021995	-6.964157	-3.24976425	-2.71563275	0.0359165	-5.0991405	-1.89831925	-3.2917895	-4.1708625	-3.50798725	-5.1011945	-4.65447475	-6.125596	0.07531425	-3.756961	-2.04275	-1.5991255	-2.1771745	-2.22067725	-0.84367375	-3.879584	-2.1537055	-4.81430125	-2.78773	0.81748725	-6.5809105	-4.495952	-8.98840825	-3.77036925	-3.72524475
hsa-miR-18b-4395328	1.67200775	2.81334125	2.897361	2.078937	1.49298025	-0.707735	5.36260275	2.69859225	-3.204945	4.5835955	0.20678525	0.576926	-0.68432775	-1.95461125	2.19746875	1.663118	3.575554	0.56934675	-9.6217275	-3.459666	1.29446575	3.28328225	4.0240475	-1.0033415	9.42138075	2.0364345	1.0570795	1.53374575	-1.2287475	-0.24658875	-0.582839	3.20961625	0.413979	2.647838	4.7240705	4.8966515	3.98650075	10.07919325	0.79998	2.3135015	2.92288375	1.628476	8.63919925	-2.8991285	-0.233629	-5.77527925	-0.07954625	2.30603425
hsa-miR-19a-4373099	-2.47644225	-2.74906575	-3.657208	-4.633195	-1.94027575	-4.184689	-1.90864825	-5.50974375	-7.973187	2.1443935	-4.10859075	-3.28137	-4.73143075	-3.25779025	-2.52493225	-1.554459	-1.521152	-5.99653325	-11.6101705	-7.510197	-2.66009725	-2.57949975	-1.5685905	-4.5278705	-4.18471525	-4.6839995	-6.3121595	-6.39393725	-6.6958555	-5.53235475	-2.769129	-2.00384975	-5.410809	-2.470254	-2.3768605	-3.3938795	-4.22903225	-4.71787275	-5.442526	-2.7946655	-5.53797525	-3.440869	-0.24937575	-7.5237075	-4.949671	-6.15419425	-5.78425325	-4.55919075
hsa-miR-19b-4373098	-7.92274825	-8.24653275	-8.484971	-10.029395	-7.92773675	-10.540463	-7.27587625	-10.44038475	-12.899893	-4.3902505	-9.16624675	-8.681717	-11.00910775	-9.98504925	-8.47744325	-7.053879	-6.792118	-10.70272825	-18.2134955	-12.304884	-8.27708225	-7.92217375	-6.6103985	-10.4614735	-9.23083925	-9.6737775	-11.1726225	-11.40011225	-11.4062575	-10.26229775	-8.869834	-7.28136475	-10.577368	-7.459849	-7.6346805	-8.5030565	-9.90564825	-9.95871375	-10.467428	-7.9058345	-10.79772025	-8.930543	-4.81909275	-12.4437185	-9.866815	-12.93828325	-11.08359825	-9.72787075
hsa-miR-20a-4373286	-7.23732225	-8.02318775	-6.86752	-8.447587	-6.84607175	-8.895409	-6.31341625	-8.90455775	-11.716832	-2.6239315	-8.17227775	-7.86801	-8.64054575	-7.66794625	-7.94362925	-6.432641	-5.828989	-10.19043325	-13.1516175	-11.087893	-7.62266525	-8.48221175	-4.8860095	-8.8702895	-8.64633925	-8.5230635	-9.3244455	-9.79992425	-9.9415435	-8.78097775	-7.907184	-5.61367675	-9.010165	-7.035066	-5.9768615	-7.3560605	-7.78187125	-7.35634175	-9.083612	-7.1359215	-8.80981325	-7.172658	-4.36311075	-10.9394515	-8.902229	-9.75633725	-9.45625025	-8.58104875
hsa-miR-20b-4373263	-4.29418225	-4.20582575	-3.625743	-5.005573	-3.61132975	-5.521696	-2.95836325	-5.55640175	-8.19356	-0.5436815	-5.19427975	-4.781194	-5.65868275	-6.09951725	-4.58145025	-2.935581	-2.577532	-6.42259725	-11.8424705	-7.829373	-4.21699525	-4.92786675	-1.4749225	-5.7810135	-5.29966925	-5.3172815	-5.6744685	-6.78461325	-6.3091745	-5.21330375	-4.716422	-1.91800575	-5.737071	-3.503035	-2.7832275	-3.7764325	-4.24143525	-3.93843975	-5.431898	-3.8492755	-5.86387125	-3.839345	-1.16459175	-7.6993915	-5.379751	-9.31394225	-6.16587925	-4.58947575
hsa-miR-21-4373090	-5.96120025	-5.97957975	-5.62576	-6.943345	-5.90085675	-7.653057	-4.39511325	-6.68169675	-10.898083	6.5340235	-6.56612975	-6.76099	-8.38681375	-8.30293325	-6.95231925	-5.506073	-4.239616	-10.13156625	-16.1890855	-10.600458	-6.46026425	-7.08285375	-3.6944085	-8.3555915	-7.12674525	-6.6865075	-9.4827515	-7.92401425	-9.5186725	-8.04161375	-8.795972	-4.10328775	-7.169241	-5.806117	-5.7452325	-5.3503185	-7.81517525	-6.73897375	-8.786365	-5.7896315	-7.20682325	-6.143017	-3.11514175	-9.5206725	-7.648472	-11.00825925	-7.13892125	-7.48059675
hsa-miR-22-4373079	0.61686575	3.02728225	1.60872	0.69753	0.84217625	-2.343207	3.05057675	2.15928725	-5.466252	6.5340235	1.34225425	-0.202385	-2.66641575	-0.12233325	0.28456775	1.706564	3.23593	-4.06188725	-10.0088045	-5.646498	1.71416075	1.24677325	2.9374615	-2.2913305	0.75496275	0.8149555	-3.7589925	-2.70088525	-3.2805075	-1.51867975	3.126016	1.47406625	-1.544741	4.449243	2.0098675	1.0448655	-0.78488625	0.23838325	-2.855917	1.7959635	-0.72420125	-0.383647	8.22147825	-3.3178245	-1.137836	2.92556875	-1.64159825	1.69103925
hsa-miR-23a-4373074	3.59856475	6.85316725	4.155359	3.511157	5.82060825	0.236667	9.84181675	3.31391425	-2.985453	6.5340235	4.82201425	4.125628	3.35469225	5.78693075	9.42103275	5.291229	4.675568	0.57879675	-6.9143845	-2.904297	7.54152875	9.28360625	5.6105075	0.9015765	3.04559075	9.5368925	0.3031445	2.76050275	-1.0144205	-0.14457075	-1.095557	5.12176425	4.915391	5.732219	3.7858475	5.1356975	4.20230775	10.07919325	-0.063144	4.4942645	2.71534175	2.801223	12.04018425	-1.2744355	0.546931	-2.91156625	4.43205175	1.19694525
hsa-miR-23b-4373073	12.90593775	11.29394725	11.797407	9.771207	8.80192325	10.1613	9.84181675	8.82428225	10.44515	6.5340235	7.73251725	8.28353	6.40957525	5.04911675	9.42103275	13.578199	10.259783	9.95544675	1.0371875	4.377445	10.96115275	9.28360625	13.9395215	10.1755045	9.42138075	6.1937925	10.9184175	7.93994775	9.1777405	4.59420325	3.126016	11.64292825	9.536462	11.496173	10.9223775	11.8751615	9.28703775	10.01962325	11.435896	12.2773645	9.15677475	10.917485	12.18208425	7.5817525	10.953295	2.92556875	10.96733375	9.82012925
hsa-miR-24-4373072	-7.36744825	-7.41130075	-7.847577	-8.481763	-7.81433175	-10.833046	-6.42327225	-7.77915675	-13.42452	-3.1525395	-8.10700775	-8.281078	-9.98494775	-8.87720225	-8.68826625	-6.511046	-5.984997	-11.25823125	-15.5151905	-12.609824	-8.05527125	-8.10526575	-5.9858185	-9.9461555	-7.50863525	-8.6039215	-11.7557105	-8.87467825	-12.2427365	-10.41609875	-8.803486	-6.52920375	-9.019415	-7.241497	-7.5883605	-7.9250185	-9.72739725	-6.94834875	-11.263027	-7.9706725	-9.43671825	-8.326524	-4.53802175	-12.4280045	-10.129898	-12.75401925	-7.90716625	-9.35323875
hsa-miR-25-4373071	-4.99677025	-5.98353975	-5.003258	-6.627363	-5.55818575	-6.771592	-5.18788825	-7.63881275	-9.176121	-0.4920915	-6.30599975	-6.621019	-7.98333775	-6.80874325	-5.99051025	-3.415095	-4.856144	-7.10351325	-14.0279755	-8.376328	-5.16300625	-7.18463275	-3.7485335	-7.2862205	-7.41527425	-7.0136615	-6.9670135	-9.06650825	-7.3352645	-6.10014375	-4.648114	-4.60447975	-7.955641	-4.819928	-4.6780785	-6.0262155	-6.69314825	-7.39582475	-6.621286	-5.4524485	-7.78221325	-6.117237	-2.02769175	-8.5657545	-6.445303	-8.89825725	-8.45203925	-6.37081875
hsa-miR-26a-4395166	-3.39264225	-4.37016275	-4.568717	-4.840201	-3.71879975	-6.133238	-3.55552325	-3.17463075	-7.5054	6.5340235	-4.21259975	-4.677547	-6.01603775	-4.72485625	-3.63147125	-0.719853	-1.902557	-4.51703025	-10.3092045	-7.336636	-4.18748925	-4.43234975	-1.6079385	-3.8496225	-3.88186325	-5.3125355	-6.7138095	-4.09303025	-6.3327075	-7.08585475	-4.483314	-1.53987775	-5.5656	-3.692504	-2.7649755	-4.1614285	-4.48931825	-3.21787275	-5.187884	-4.0148395	-6.29295225	-4.096206	-1.58522875	-7.9401945	-5.897295	-5.11019825	-4.26161325	-5.57966075
hsa-miR-26b-4395167	-2.07847925	-2.88375875	-2.780213	-3.280639	-2.85281975	-3.868697	-2.30884625	-3.70698675	-5.579623	6.5340235	-3.80783275	-3.27265	-3.71680175	-3.32182225	-2.40325825	0.474014	-1.079292	-3.54324625	-9.0009215	-5.665394	-2.64450125	-2.82318575	-0.3551215	-2.6868455	-2.80086925	-3.9230745	-4.6932745	-3.15460525	-4.4520625	-4.84266875	3.126016	-0.68647675	-3.774987	-2.737525	-1.1654505	-2.8163495	-3.21577325	-1.93724075	-3.017254	-2.8879515	-4.69548425	-2.065471	-0.52720175	-6.1871055	-4.233207	-5.21006825	-3.14923625	-3.55886475
hsa-miR-27a-4373287	-3.01188625	-3.37557275	-3.474118	-4.305373	-3.64016975	-6.127587	-2.02686325	-3.17903475	-9.569243	6.5340235	-3.27373275	-4.128849	-5.80440275	-5.80512325	-4.57736725	-2.69941	-2.095834	-6.78276925	-12.9789985	-8.956503	-4.36377925	-4.29782975	-1.4762155	-6.2586295	-2.38307625	-3.6985335	-6.8065695	-4.63784525	-7.0314945	-5.69499875	-6.480958	-2.38041975	-4.462294	-3.037694	-3.3442255	-3.4054455	-4.90171925	-1.79181075	-6.468336	-3.6731115	-4.71792025	-4.22047	-0.92168275	-7.8994585	-6.032678	-8.71659525	-3.50267325	-4.98951575
hsa-miR-27b-4373068	-1.36597625	-1.73550775	-2.118794	-2.593676	-1.68718975	-4.353371	-1.10599425	-0.97717375	-7.597216	6.5340235	-2.22345775	-2.5029	-4.47012775	-4.34200225	-2.28867025	-0.318932	0.140976	-6.23040125	-12.1636925	-7.215403	-2.63191725	-2.33099475	0.9119925	-4.4763715	-1.48168825	-2.2484505	-5.0078825	-2.98087825	-5.3981685	-4.12253075	-2.619719	0.01219125	-2.235062	-1.123237	-1.2815885	-1.4542945	-3.47261725	-0.31006775	-4.592958	-1.8310435	-3.17364825	-2.243104	1.33478125	-6.3207805	-4.287779	-6.78942925	-1.50885625	-2.96620375
hsa-miR-28-3p-4395557	-1.95380325	-2.49533475	-2.052916	-2.634644	-2.95042475	-4.472531	-1.17116425	-1.20906375	-6.807469	6.5340235	-2.65757175	-3.15815	-4.07632575	-4.32032325	-3.48278925	-0.985431	-0.838804	-4.87721225	-10.3963335	-7.221863	-3.67253725	-2.91228375	-0.3971485	-4.4198745	-1.01564025	-2.7600335	-5.2032405	-2.60393625	-5.8066805	-4.71385475	-4.302737	-0.14547575	-3.162617	-2.817143	-1.6654175	-2.2530145	-2.90992425	-0.66743675	-4.40823	-3.0644095	-3.66032625	-2.337161	-0.68071975	-6.1364465	-4.745279	-5.59915825	-2.14186025	-3.28247875
hsa-miR-28-5p-4373067	-0.23259725	-1.21464775	-1.385602	-0.54781	-1.69181475	-2.907088	0.21453175	0.94862625	-4.67432	6.5340235	-1.40818775	-1.866314	-3.80293575	-4.64159825	-0.62332825	2.168317	1.044348	-3.12846325	-12.7585015	-4.626282	-2.13515725	-0.50657375	1.3328115	-3.3948785	3.39877475	-1.8312425	-3.6232625	-0.85299025	-3.6102485	-4.20047875	-2.891661	1.30771625	-1.998635	-0.585135	-0.0103355	-0.4808265	-1.75501225	1.12613925	-2.372459	-1.0282195	-3.47854425	-1.396115	2.62871425	-5.7864325	-2.409181	-6.61050825	-0.91554025	-2.34131675
MammU6-4395470	0.76198975	-0.26860375	-0.107232	-0.061217	0.00829425	0.285591	0.06564975	0.00590225	0.39289	-0.2178665	0.43817925	0.229794	-0.08322675	-0.77006325	-0.04255725	0.126352	0.110363	-1.27803325	1.0371875	0.028207	0.03130275	0.27473525	0.0630215	0.0951955	-0.36710925	0.4014225	0.0305635	0.52734075	0.0520405	0.11137725	-1.464904	-0.02513175	-0.054571	-0.048995	-0.1147015	-0.1375105	-0.16198825	-0.18596275	0.167957	-0.2464025	-0.25771925	0.050373	-0.03396675	0.1281775	-0.023399	-0.53533425	0.24139675	-0.50826675
MammU6-4395470	0.17884075	-0.03386875	-0.248323	-0.708548	-0.08523175	-0.258418	-0.20418125	-0.18097275	-0.584975	-1.0037725	-0.07217975	0.033541	-0.50310675	-1.68200325	0.20788675	0.565076	0.136751	0.66755375	-3.1115625	-0.14378	-0.02687125	0.03926625	-0.0913755	-0.1597055	0.04264775	-0.1003475	-0.3325705	0.13346175	-0.1404525	-0.14180775	0.289113	-0.06213675	-0.157097	-0.263917	-0.0167285	-0.3316195	-0.29567025	0.18108025	-0.084038	-0.3036825	-0.08414525	-0.129953	-0.13053375	-0.2279135	-0.007211	1.23968875	-0.04893925	0.30319225
hsa-miR-29a-4395223	-2.12649825	-1.96137475	-1.615083	-3.845797	-0.97770375	-4.089407	-0.77194125	-2.62181575	-6.929007	5.2198865	-1.43439875	-2.07085	-3.78287475	-4.22987425	-1.72542725	-0.145638	-1.502811	-3.37209125	-10.0470715	-8.052092	-1.25888325	-2.46968175	-0.6632445	-3.2492955	-2.44879325	-1.8058335	-4.2234185	-3.36178525	-4.7249065	-4.55144375	3.126016	-1.56386375	-2.978306	-0.554246	-3.2055025	-1.3348855	-3.55140425	-2.24021875	-3.924328	-1.3352655	-3.81343325	-3.38203	1.68339825	-6.3916405	-3.273062	-6.24922225	-3.81869425	-3.74526275
hsa-miR-29b-4373288	4.59747575	3.58246025	4.092937	9.771207	3.30545025	2.006286	2.14114475	9.84896725	1.308902	6.5340235	2.90721925	3.90708	-0.16636375	6.38867675	9.42103275	6.058489	12.749861	9.95544675	1.0371875	1.018802	3.07185575	3.01080925	13.9395215	1.4250045	9.42138075	3.5430125	4.4492475	9.56474775	10.1725755	1.55259825	3.126016	5.68245425	2.989959	1.948343	5.5392375	4.2957315	6.01012075	3.07210325	4.315382	12.2773645	3.77651375	4.079598	6.11512125	0.1406815	4.31098	2.92556875	2.54002075	9.82012925
hsa-miR-29c-4395171	-0.76441225	-1.21941775	-0.705695	-1.080303	0.50250425	-3.021517	1.25523475	-1.29119075	-5.823214	6.5340235	0.13898625	-0.567566	-2.33054475	0.32671475	0.03969875	1.324504	1.643217	-2.30542125	-6.6468375	-5.639393	-0.29666525	-0.32897375	1.1336245	-1.2982025	-0.76029825	-1.1072475	-3.1668525	-2.18299225	-3.2175665	-2.53022475	3.126016	0.06010725	-1.616362	0.979773	0.3261005	0.2164515	-1.85298625	-0.73539575	-3.29665	0.1856595	-2.73339325	-0.621265	3.10083925	-4.8238415	-1.958955	-4.29593525	-2.32314225	-4.56761775
hsa-miR-30b-4373290	-4.98992625	-5.73635675	-5.485983	-5.759757	-6.31350175	-7.378123	-5.59800325	-4.69451875	-8.375292	0.0998035	-5.79386275	-6.89168	-8.40021075	-8.39855825	-6.04927925	-3.953135	-4.034418	-6.00499625	-13.4990975	-8.622523	-6.12469325	-6.09884175	-2.8285445	-7.1747325	-5.30085225	-6.4458455	-7.3436065	-5.63417525	-7.3270315	-8.06255175	-7.6081	-3.43751575	-6.848862	-5.383407	-5.0743995	-5.6866995	-6.37862725	-4.53353275	-6.3869	-5.4751835	-7.91109125	-6.095676	-2.94684275	-8.5696605	-6.578481	-9.80882725	-5.64060125	-6.61824475
hsa-miR-30c-4373060	-5.35254425	-5.80587375	-5.776351	-5.920953	-6.59132975	-7.736807	-5.78469325	-5.14266275	-8.66364	6.5340235	-6.13228975	-7.29596	-8.53620975	-7.95253425	-5.97817325	-4.227601	-4.297959	-6.89052125	-12.1256255	-8.808958	-6.06331825	-6.58720675	-3.2245285	-7.1281415	-5.34957125	-6.9400175	-7.8437325	-5.93002025	-7.6648825	-8.24442775	-8.028201	-3.82806375	-7.225881	-5.709418	-5.2129735	-5.9040575	-6.60065725	-4.97007375	-6.729238	-5.8213995	-8.17186925	-6.00002	-3.62584775	-8.6361345	-6.738355	-10.08190825	-5.90254325	5.17770925
hsa-miR-31-4395390	5.22745175	1.85002325	5.480847	2.804077	10.07768025	3.453918	2.47623675	5.14785225	2.293043	6.5340235	10.97731025	3.641325	1.40508225	6.38867675	2.20925975	6.009689	7.431929	7.57923375	1.0371875	6.545117	3.82647275	3.47399025	13.9395215	2.3702525	4.57528075	1.3133875	1.2534225	9.56474775	10.1725755	6.57063225	3.126016	4.99583725	11.118009	7.263995	10.9223775	11.8751615	0.52893575	6.36224325	5.232106	5.3307585	3.18564175	7.04931	5.04277925	2.2518915	10.953295	2.92556875	2.71860975	9.82012925
hsa-miR-32-4395220	8.54457175	11.29394725	12.209207	9.771207	10.07768025	11.059795	2.44927675	9.84896725	4.85513	6.5340235	10.97731025	11.35961	9.24231225	6.38867675	9.42103275	5.555196	12.749861	-1.44668325	1.0371875	2.637632	10.96115275	9.28360625	5.9041075	10.1755045	9.42138075	1.3301285	3.9772825	9.56474775	1.9992695	2.91775625	3.126016	5.92797425	11.118009	3.727943	10.9223775	11.8751615	1.68392775	10.07919325	11.435896	3.9722995	9.53133175	12.254773	12.18208425	2.8420025	3.711752	2.92556875	10.96733375	9.82012925
